86.2;-0.7;3480;2021-03-02 00:25:20
85.9;-1;3480;2021-03-02 00:55:20
86;-1.2;3480;2021-03-02 01:25:20
86.7;-1.4;3480;2021-03-02 01:55:20
86.5;-1.7;3480;2021-03-02 02:25:20
86.9;-1.9;3450;2021-03-02 02:55:20
86.6;-2;3480;2021-03-02 03:25:20
86.5;-2.3;3450;2021-03-02 03:55:20
86.9;-2.5;3450;2021-03-02 04:25:19
86.5;-2.7;3450;2021-03-02 04:55:19
86.6;-2.9;3450;2021-03-02 05:25:19
86.4;-3;3450;2021-03-02 05:55:19
86.7;-3.1;3480;2021-03-02 06:25:19
87.4;-2.9;3450;2021-03-02 06:55:19
85;-0.7;3480;2021-03-02 07:25:19
79.5;1.8;3480;2021-03-02 07:55:18
78.5;4.8;3480;2021-03-02 08:25:18
69.4;7.8;3480;2021-03-02 08:55:18
63.7;9.3;3480;2021-03-02 09:25:18
60.3;10.7;3480;2021-03-02 09:55:18
55;12.5;3480;2021-03-02 10:25:18
50.7;14.8;3480;2021-03-02 10:55:18
43.5;17.1;3480;2021-03-02 11:55:17
46.2;15.5;3480;2021-03-02 12:25:17
55.7;12.7;3510;2021-03-02 12:55:17
54.8;13.5;3510;2021-03-02 13:25:17
52.1;13.4;3510;2021-03-02 13:55:17
53;12.9;3510;2021-03-02 14:25:16
53.3;12.6;3510;2021-03-02 14:55:16
56.6;12.2;3510;2021-03-02 15:25:16
57.2;11.6;3510;2021-03-02 15:55:16
59.1;11.1;3510;2021-03-02 16:25:16
61.5;10.4;3510;2021-03-02 16:55:16
66.2;9.2;3510;2021-03-02 17:25:15
71.3;7.5;3510;2021-03-02 17:55:15
73.9;6.2;3510;2021-03-02 18:25:15
74.7;5.4;3510;2021-03-02 18:55:15
75.9;4.6;3510;2021-03-02 19:25:15
77.2;3.9;3510;2021-03-02 19:55:15
78.1;3.3;3510;2021-03-02 20:25:15
79.5;2.7;3510;2021-03-02 20:55:14
80.4;2.2;3480;2021-03-02 21:25:14
81.5;1.7;3480;2021-03-02 21:55:14
81.4;1.4;3480;2021-03-02 22:25:14
82;1;3480;2021-03-02 22:55:14
82.4;0.8;3480;2021-03-02 23:25:14
82.6;0.5;3480;2021-03-02 23:55:14
