80.2;0.9;3480;2021-02-21 00:13:32
78;1.3;3480;2021-02-21 00:43:32
75.8;1.5;3480;2021-02-21 01:13:32
73.2;1.9;3480;2021-02-21 01:43:32
72.5;1.8;3480;2021-02-21 02:13:32
70.6;2.2;3480;2021-02-21 02:43:32
70.3;2.3;3480;2021-02-21 03:13:32
71.4;2.1;3480;2021-02-21 03:43:31
72.2;2.3;3480;2021-02-21 04:13:31
73.1;2.3;3480;2021-02-21 04:43:31
74.2;2.1;3480;2021-02-21 05:13:31
73.7;2.1;3480;2021-02-21 05:43:31
73;2.2;3480;2021-02-21 06:13:31
75.2;2;3480;2021-02-21 06:43:31
76;2.1;3480;2021-02-21 07:13:30
70;4.5;3480;2021-02-21 07:43:30
69.9;5;3480;2021-02-21 08:13:30
69;5.6;3480;2021-02-21 08:43:30
58.7;8.7;3510;2021-02-21 09:13:30
43;14.2;3510;2021-02-21 09:43:30
31.1;20;3510;2021-02-21 10:13:29
30.3;20.5;3510;2021-02-21 10:43:29
26.9;22.4;3540;2021-02-21 11:13:29
26.8;22.6;3540;2021-02-21 11:43:29
20.7;28;3540;2021-02-21 12:13:29
28.9;21.3;3540;2021-02-21 12:43:28
35.7;17.6;3570;2021-02-21 13:13:28
32.7;19.7;3570;2021-02-21 13:43:28
34.9;19.2;3570;2021-02-21 14:13:28
31.7;20.4;3540;2021-02-21 14:43:28
34.6;18.9;3540;2021-02-21 15:13:28
54.9;10.7;3570;2021-02-21 15:43:27
63;8.5;3570;2021-02-21 16:13:27
68.3;7.1;3540;2021-02-21 16:43:27
72.9;6;3540;2021-02-21 17:13:27
76.6;5.2;3540;2021-02-21 17:43:27
79.2;4.8;3540;2021-02-21 18:13:27
81.2;4.4;3540;2021-02-21 18:43:26
82.6;4.3;3540;2021-02-21 19:13:26
82.9;4.2;3540;2021-02-21 19:43:26
84;4.2;3540;2021-02-21 20:13:26
83.9;4.2;3540;2021-02-21 20:43:26
84.7;4.1;3510;2021-02-21 21:13:26
84.5;4;3510;2021-02-21 21:43:26
84.5;4;3510;2021-02-21 21:43:30
84;4.1;3510;2021-02-21 22:13:25
83.8;4.1;3510;2021-02-21 22:43:25
84.8;4;3510;2021-02-21 23:13:25
85.1;4;3510;2021-02-21 23:43:25
