80.3;3.8;3510;2021-02-28 00:00:08
81.8;3.5;3510;2021-02-28 00:30:08
82.2;3.2;3510;2021-02-28 01:00:08
84.2;2.9;3510;2021-02-28 01:30:07
85.3;3.1;3510;2021-02-28 02:00:07
85.6;3.2;3510;2021-02-28 02:30:07
85.8;3.2;3510;2021-02-28 03:00:07
85.5;3.2;3510;2021-02-28 03:30:07
85.6;3.1;3510;2021-02-28 04:00:07
85.5;3.1;3510;2021-02-28 04:30:07
85.5;3.1;3510;2021-02-28 05:00:06
85.6;3.1;3510;2021-02-28 05:30:06
85.5;3.1;3510;2021-02-28 06:00:06
85;3.1;3510;2021-02-28 06:30:06
83.5;3.2;3510;2021-02-28 07:00:06
82.5;3.6;3510;2021-02-28 07:30:06
80.5;4.1;3510;2021-02-28 08:00:06
77.8;4.6;3510;2021-02-28 08:30:05
77.7;4.5;3510;2021-02-28 09:00:05
71.7;7.3;3510;2021-02-28 09:30:05
66.2;7.6;3510;2021-02-28 10:00:05
62.4;8.6;3510;2021-02-28 10:30:05
54.5;9.9;3540;2021-02-28 11:00:05
54.5;10.1;3540;2021-02-28 11:30:04
52.4;11.5;3540;2021-02-28 12:00:04
57.3;9.1;3540;2021-02-28 12:30:04
56.9;9.1;3540;2021-02-28 13:00:04
55.4;9.7;3540;2021-02-28 13:30:04
53.5;10.1;3540;2021-02-28 14:00:04
55.1;9.7;3540;2021-02-28 14:30:04
58.2;9;3540;2021-02-28 15:00:03
59.5;8.5;3540;2021-02-28 15:30:03
61.2;8.2;3540;2021-02-28 16:00:03
62.6;7.8;3540;2021-02-28 16:30:03
64.3;7.3;3540;2021-02-28 17:00:03
68.8;6.4;3540;2021-02-28 17:30:03
72.4;5.1;3540;2021-02-28 18:00:02
74.8;4;3540;2021-02-28 18:30:02
77;3.2;3540;2021-02-28 19:00:02
78.2;2.5;3540;2021-02-28 19:30:02
79.4;2;3540;2021-02-28 20:00:02
79.9;1.5;3510;2021-02-28 20:30:02
81.4;1;3510;2021-02-28 21:00:02
81.5;0.6;3510;2021-02-28 21:30:01
83.8;0.8;3510;2021-02-28 22:00:01
84.9;1.2;3510;2021-02-28 22:30:01
85.5;1.4;3510;2021-02-28 23:00:01
89.9;2.3;3510;2021-02-28 23:30:01
