81.8;4.2;3510;2021-03-12 00:11:09
83.2;4.1;3510;2021-03-12 00:41:09
86.2;4;3510;2021-03-12 01:11:09
89.3;4;3510;2021-03-12 01:41:09
88.4;4.6;3510;2021-03-12 02:11:08
87.5;4.6;3510;2021-03-12 02:41:08
87.2;4.5;3510;2021-03-12 03:11:08
87.8;4.2;3510;2021-03-12 03:41:08
88.1;4.1;3510;2021-03-12 04:11:08
88.1;4.2;3510;2021-03-12 04:41:08
87.3;3.9;3510;2021-03-12 05:11:07
87.7;4.1;3510;2021-03-12 05:41:07
85.5;3.9;3510;2021-03-12 06:11:07
89.1;3.7;3510;2021-03-12 06:41:07
86;3.9;3510;2021-03-12 07:11:07
87.6;3.8;3510;2021-03-12 07:41:07
85;5.4;3510;2021-03-12 08:11:07
85.9;5.4;3510;2021-03-12 08:41:06
81.8;5.9;3510;2021-03-12 09:11:06
77.5;6;3510;2021-03-12 09:41:06
70;8.5;3510;2021-03-12 10:11:06
62;10.6;3510;2021-03-12 10:41:06
59.4;10;3510;2021-03-12 11:11:06
55.1;10.4;3540;2021-03-12 11:41:05
49.7;12.2;3540;2021-03-12 12:11:05
53.1;10.7;3540;2021-03-12 12:41:05
55.5;9.3;3540;2021-03-12 13:11:05
56.6;9.1;3540;2021-03-12 13:41:05
56.6;8.8;3540;2021-03-12 14:11:05
54.1;9.5;3540;2021-03-12 14:41:04
56.2;8.8;3540;2021-03-12 15:11:04
54.2;8.4;3540;2021-03-12 15:41:04
53.4;7.7;3540;2021-03-12 16:11:04
54.8;7.7;3540;2021-03-12 16:41:04
53.5;7.2;3540;2021-03-12 17:11:04
55.6;6.4;3540;2021-03-12 17:41:03
66.2;5.3;3540;2021-03-12 18:11:03
68.2;3.8;3540;2021-03-12 18:41:03
73.4;2.9;3540;2021-03-12 19:11:03
75.7;2.4;3540;2021-03-12 19:41:03
78.3;1.7;3540;2021-03-12 20:11:03
78.9;1.4;3540;2021-03-12 20:41:02
80.3;1.3;3540;2021-03-12 21:11:02
80.6;1.1;3510;2021-03-12 21:41:02
79.1;0.7;3510;2021-03-12 22:11:02
74.7;1.9;3510;2021-03-12 22:41:02
69.2;2.8;3510;2021-03-12 23:11:02
72.2;2.5;3510;2021-03-12 23:41:02
