79.7;4.5;3510;2021-03-04 00:29:35
80.7;4.1;3510;2021-03-04 00:59:35
82.1;4;3510;2021-03-04 01:29:35
82.3;3.8;3510;2021-03-04 01:59:34
82.3;3.8;3510;2021-03-04 02:29:34
82.7;3.8;3510;2021-03-04 02:59:34
82.4;3.7;3510;2021-03-04 03:29:34
83.4;3.7;3510;2021-03-04 03:59:34
84.4;3.5;3510;2021-03-04 04:29:34
83.6;3.4;3510;2021-03-04 04:59:33
84.2;3.4;3510;2021-03-04 05:29:33
83.9;3.2;3510;2021-03-04 05:59:33
83.8;3.2;3510;2021-03-04 06:29:33
84.6;3;3510;2021-03-04 06:59:33
84.4;3.4;3510;2021-03-04 07:29:33
81.2;5;3510;2021-03-04 07:59:32
79.8;6.1;3510;2021-03-04 08:29:32
76.9;7.4;3510;2021-03-04 08:59:32
70;9.7;3510;2021-03-04 09:29:32
64.5;11.2;3510;2021-03-04 09:59:32
59.6;12.6;3510;2021-03-04 10:29:32
60.4;12.7;3510;2021-03-04 10:59:31
61.1;12.3;3510;2021-03-04 11:29:31
59.5;13.3;3510;2021-03-04 11:59:31
58.2;13.3;3510;2021-03-04 12:29:31
62;12.1;3510;2021-03-04 12:59:31
60;11.7;3510;2021-03-04 13:29:31
65.5;10.6;3510;2021-03-04 13:59:30
68.9;9.8;3510;2021-03-04 14:29:30
75.2;9.1;3510;2021-03-04 14:59:30
78.4;8.2;3510;2021-03-04 15:29:30
80.6;7.6;3510;2021-03-04 15:59:30
82.8;7.3;3510;2021-03-04 16:29:30
83.3;7.2;3510;2021-03-04 16:59:29
84.8;6.8;3510;2021-03-04 17:29:29
85.7;6.6;3510;2021-03-04 17:59:29
86.3;6.6;3510;2021-03-04 18:29:29
86;6.5;3510;2021-03-04 18:59:29
86.8;6.3;3510;2021-03-04 19:29:29
86;6.1;3510;2021-03-04 19:59:28
86.9;5.7;3510;2021-03-04 20:29:28
87.5;5.7;3510;2021-03-04 20:59:28
88.5;5.8;3510;2021-03-04 21:29:28
90.7;5.9;3510;2021-03-04 21:59:28
89.8;5.7;3510;2021-03-04 22:29:28
89.3;5.5;3510;2021-03-04 22:59:27
88.8;5.2;3510;2021-03-04 23:29:27
88.7;5;3510;2021-03-04 23:59:27
