86.2;3.8;3510;2021-03-01 00:12:29
87.3;3.9;3510;2021-03-01 00:42:29
88;3.7;3510;2021-03-01 01:12:29
88;3.5;3510;2021-03-01 01:42:28
88;3.3;3510;2021-03-01 02:12:28
87.9;3;3510;2021-03-01 02:42:28
87.3;2.7;3510;2021-03-01 03:12:28
87.2;2.5;3510;2021-03-01 03:42:28
87.4;2.5;3510;2021-03-01 04:12:28
87.5;2.4;3510;2021-03-01 04:42:28
88.3;2.3;3510;2021-03-01 05:12:27
89;2.3;3510;2021-03-01 05:42:27
89.7;2.3;3510;2021-03-01 06:12:27
91;2.2;3510;2021-03-01 06:42:27
91.7;2.2;3510;2021-03-01 07:12:27
90.6;2.4;3510;2021-03-01 07:42:27
90.7;2.5;3510;2021-03-01 08:12:26
89.5;2.8;3510;2021-03-01 08:42:26
87.7;3.4;3510;2021-03-01 09:12:26
85.6;3.9;3510;2021-03-01 09:42:26
81.2;5.4;3510;2021-03-01 10:12:26
77.6;5.9;3510;2021-03-01 10:42:26
74.6;6.4;3510;2021-03-01 11:12:25
73.4;6.7;3510;2021-03-01 11:42:25
73;5.8;3510;2021-03-01 12:12:25
72.2;5.8;3510;2021-03-01 12:42:25
73.8;5.6;3510;2021-03-01 13:12:25
72.6;5.8;3510;2021-03-01 13:42:25
71.9;6;3510;2021-03-01 14:12:25
70.3;6.4;3510;2021-03-01 14:42:24
71.3;6.1;3510;2021-03-01 15:12:24
72.6;5.7;3510;2021-03-01 15:42:24
74.8;5.4;3510;2021-03-01 16:12:24
75.5;5;3510;2021-03-01 16:42:24
77.4;4.5;3510;2021-03-01 17:12:24
78.2;4.1;3510;2021-03-01 17:42:23
80.4;3.7;3510;2021-03-01 18:12:23
81.3;3.4;3510;2021-03-01 18:42:23
81.9;3.2;3510;2021-03-01 19:12:23
82.6;2.9;3510;2021-03-01 19:42:23
83.1;2.5;3510;2021-03-01 20:12:23
84.5;2.2;3510;2021-03-01 20:42:22
84.9;2.1;3510;2021-03-01 21:12:22
84.6;1.8;3510;2021-03-01 21:42:22
85;1.2;3510;2021-03-01 22:12:22
85.1;0.4;3510;2021-03-01 22:42:22
85;0;3510;2021-03-01 23:12:22
86.2;-0.4;3510;2021-03-01 23:42:22
