86.6;3.2;3510;2021-02-27 00:25:42
86.5;3.3;3510;2021-02-27 00:55:41
87.6;3.2;3510;2021-02-27 01:25:41
88.2;3.3;3510;2021-02-27 01:55:41
90.5;3.8;3480;2021-02-27 02:25:41
90.3;4.2;3480;2021-02-27 02:55:41
89.9;4.3;3480;2021-02-27 03:25:41
89.1;4.4;3480;2021-02-27 03:55:41
88.7;4.5;3480;2021-02-27 04:25:40
88.3;4.5;3480;2021-02-27 04:55:40
87.3;4.5;3480;2021-02-27 05:25:40
85.8;4.5;3480;2021-02-27 05:55:40
84.2;4.5;3480;2021-02-27 06:25:40
83.3;4.5;3480;2021-02-27 06:55:40
83.2;4.6;3480;2021-02-27 07:25:40
82.5;5;3480;2021-02-27 07:55:39
82;5.2;3480;2021-02-27 08:25:39
81;5.3;3480;2021-02-27 08:55:39
80;5.4;3480;2021-02-27 09:25:39
79.1;5.9;3480;2021-02-27 09:55:39
77.2;6.3;3480;2021-02-27 10:25:39
75.9;6.4;3510;2021-02-27 10:55:39
75.4;6.8;3480;2021-02-27 11:25:38
74.3;6.8;3480;2021-02-27 11:55:38
76;6.4;3480;2021-02-27 12:25:38
75.9;6.3;3510;2021-02-27 12:55:38
75.5;6.3;3510;2021-02-27 13:25:38
74.8;6.8;3510;2021-02-27 13:55:38
70.8;7.8;3480;2021-02-27 14:25:37
70.6;7.7;3480;2021-02-27 14:55:37
72.1;6.9;3510;2021-02-27 15:25:37
72.4;6.5;3510;2021-02-27 15:55:37
73.9;6.2;3510;2021-02-27 16:25:37
74.5;5.8;3510;2021-02-27 16:55:37
75.8;5.5;3510;2021-02-27 17:25:37
76.8;4.9;3510;2021-02-27 17:55:36
78.5;4.4;3480;2021-02-27 18:25:36
79;4.3;3510;2021-02-27 18:55:36
79.4;4;3480;2021-02-27 19:25:36
80;3.7;3480;2021-02-27 19:55:36
81.4;3.4;3510;2021-02-27 20:25:36
81.5;3.6;3480;2021-02-27 20:55:36
80.5;3.7;3480;2021-02-27 21:25:35
80;3.7;3480;2021-02-27 21:55:35
80.8;3.7;3480;2021-02-27 22:25:35
80.5;3.8;3480;2021-02-27 22:55:35
80.6;4;3480;2021-02-27 23:25:35
81.1;3.9;3480;2021-02-27 23:55:35
